,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
11517,47546519,Baan Ngam Charoen 5 Home,383787203,Sombat,Bang Khun thain,13.63241,100.45302,Entire home/apt,6900,1,0,,,1,90,0
11518,47554078,The Autumn Pearl Suite 1 BR : Pool/Wi-fi/RCA,132745392,Mt,Huai Khwang,13.75582,100.57496,Entire home/apt,1443,2,2,2022-11-30,0.22,25,0,2
11519,47560091,Spacious Studio Room between Phromphong & Asok BTS,8354297,Weeraya,Khlong Toei,13.73291,100.56569,Private room,4207,1,22,2022-06-30,1.09,10,358,14
11520,47568118,"Luxury 2 bedroom, fully equipped, IDEO 2,  豪華2間臥房",101583395,Sopa,Bang Na,13.67179,100.59696,Entire home/apt,870,30,0,,,1,230,0
11521,47571094,Quiet Life in Style 350m from BTS Ekkamai,384035248,Ni,Khlong Toei,13.71589,100.58613,Entire home/apt,1394,3,12,2022-11-23,0.59,1,300,7
11522,47708476,Bangkok Comfortable Apartment 1 bedroom 1 bathroom,375241276,Air Global,Huai Khwang,13.79379,100.58718,Entire home/apt,700,1,0,,,22,270,0
11523,47709565,Spacious Studio Room between Phromphong & Asok BTS,8354297,Weeraya,Khlong Toei,13.73178,100.56618,Private room,4071,1,6,2022-06-19,0.27,10,362,3
11524,49032568,Freehold  Condo near Bangsue Grand Station,4661237,Chayanid,Bang Sue,13.80697,100.52362,Entire home/apt,554,1095,0,,,1,358,0
11525,49038847,Well Decorate Downtown Adjacent Condo,38536331,Nithiphat,Suanluang,13.74545,100.60586,Entire home/apt,730,30,4,2022-07-31,0.21,1,302,1
11526,48235290,Sabai Sabai Houseboat BKK Cabin No.6,354561299,Roger,Phra Nakhon,13.75593,100.48881,Private room,1800,1,5,2022-12-14,0.23,5,302,3
11527,48235474,Sabai Sabai Houseboat Top deck Cabin,354561299,Roger,Phra Nakhon,13.75645,100.48882,Private room,1800,1,17,2022-11-02,1.43,5,325,17
11528,48236339,Sabai Sabai Houseboat Bangkok Event Hosting,354561299,Roger,Phra Nakhon,13.75656,100.48876,Private room,9900,1,1,2021-06-27,0.05,5,0,0
11529,48249243,Bright&Comfort★47sqm. 1BR+Rooftop Pool-Next to MRT,267746594,Windy,Din Daeng,13.77866,100.57298,Entire home/apt,1885,30,12,2022-11-26,0.61,37,127,8
11530,48250745,"Bangkok：Bangna,三露天泳池 健身房 台球室 足球场 瑜伽室 桑拿房等一应俱全(06)",342113311,George,Bang Na,13.67291,100.60517,Entire home/apt,636,60,5,2022-07-31,0.22,40,352,3
11531,48251391,"2 minutes walk toCentralplazaRama9 
两分钟走路到central",389341094,Mei,Huai Khwang,13.7584,100.56606,Entire home/apt,3643,30,0,,,1,0,0
11532,49043916,Relax in a Service Apartment with WIFI & Balcony,395490332,John,Vadhana,13.74726,100.56196,Entire home/apt,3086,30,0,,,1,237,0
11533,49062736,泰国空中泳池网红公寓25,325788794,海进,Bang Phlat,13.79949,100.50445,Entire home/apt,400,30,3,2022-09-04,0.18,11,318,2
11534,49063177,天空游泳池 网红公寓8,325788794,海进,Bang Phlat,13.79877,100.50383,Entire home/apt,420,30,2,2022-08-31,0.13,11,325,1
11535,47713209,Walkable to Paragon - humble abode vacation home,13425822,Sunisa,Parthum Wan,13.7489,100.52897,Entire home/apt,23450,1,33,2022-12-19,1.55,1,139,30
11536,47713435,Prime Living,384373131,Santi,Sathon,13.70655,100.52574,Entire home/apt,1335,30,3,2022-09-12,0.26,1,103,3
11537,48289481,Stylish High Rise Apartment in Sukhumvit /1min>BTS,8613539,June & Pop,Phra Khanong,13.69114,100.60705,Entire home/apt,920,28,13,2022-11-24,0.64,10,218,9
11538,49070466,Rooftop apartment in Bangkok Expat Town,63362782,Tanya,Vadhana,13.73519,100.58885,Entire home/apt,544,7,0,,,1,266,0
11539,49089916,「autumn room」一卧室公寓/ one bedroom/独立卫生间/位置超好/疫情特价,139189243,Hana,Bang Rak,13.72351,100.53322,Private room,1257,1,4,2022-11-05,0.19,29,236,2
11540,48294293,Life Asok–Rama9 空中花园泳池健身房及共享空间 MRT:Phra Ram9 (18),342113311,George,Ratchathewi,13.7554,100.56256,Entire home/apt,969,90,4,2022-10-14,0.23,40,282,3
11541,48305836,"B1. LUXURY HOT PRICE, Q CHIDLOM , WITH BATH",138870859,David,Parthum Wan,13.74813,100.543,Entire home/apt,1400,28,0,,,26,364,0
11542,48317544,Studio/Rama 9 区域近地铁/Jodd Fairs夜市/Lotus超市/G tower,102436119,Ke,Ratchathewi,13.75353,100.56311,Entire home/apt,1057,60,0,,,2,345,0
11543,48341461,HATHAIRAT'S COZY QUARTERS IN PHITSANULOKE,388806629,Apharat,Dusit,13.7693,100.50651,Private room,1500,2,0,,,2,365,0
11544,49100176,Lumpinee Center Condominium,396015971,Somchai,Bang Kapi,13.77582,100.64152,Private room,415,30,0,,,3,365,0
11545,47723611,Modern Premier Suite at Sathorn Grace Serviced,337002776,Zuzu,Sathon,13.71791,100.52606,Private room,3696,1,0,,,30,0,0
11546,47723764,Nice 2 Bedroom at Sathorn Grace Serviced Residence,337002776,Zuzu,Sathon,13.71974,100.5263,Entire home/apt,10416,1,0,,,30,0,0
11547,47727415,New condo!!  near MRT ladprao,384509530,Jula,Chatu Chak,13.81643,100.57552,Entire home/apt,1214,2,0,,,1,88,0
11548,47735789,"NANA酒吧街,火车夜市,四面佛商圈, LPN单卧,中文接待, 曼谷中心城区",344327171,Alice,Ratchathewi,13.75077,100.55646,Entire home/apt,1451,2,1,2022-10-16,0.41,40,187,1
11549,47749330,THE MIDTOWN SUPER LUXURY STUDIO@ASOKE/WIFI/BTS/MRT,79624768,Eva,Vadhana,13.73988,100.5598,Entire home/apt,1986,1,20,2022-12-10,0.86,44,71,12
11550,49119323,Sweet Suite with Outdoor Pool at Amanah Bangkok,337002776,Zuzu,Thon buri,13.72389,100.4899,Private room,1254,1,2,2022-12-14,0.82,30,363,2
11551,48372921,Home away from Home Apartment in Thonglor,168421567,Lek,Vadhana,13.72519,100.58107,Entire home/apt,2000,3,24,2022-12-23,1.99,5,130,24
11552,49119508,City Centre Inn near Wat Arun at Amanah Bangkok,337002776,Zuzu,Thon buri,13.72369,100.49209,Private room,1415,1,15,2022-11-12,1.46,30,7,15
11553,47763362,Private room at Wynncondo โชคชัย4,346891389,ญาณิน,Wang Thong Lang,13.7976,100.59698,Entire home/apt,500,2,9,2022-10-01,0.42,1,321,8
11554,47772749,Bangkok★Latphrao★Apartment 1 bedroom 1 bathroom,375241276,Air Global,Huai Khwang,13.79375,100.5866,Entire home/apt,700,1,0,,,22,180,0
11555,47773242,Bangkok★Latphrao★Apartment 1 bedroom 1 bathroom,375241276,Air Global,Huai Khwang,13.79183,100.58706,Entire home/apt,700,1,0,,,22,180,0
11556,47787575,1 Bed/Central World/Lumpini Park/Siam Paragon,344327171,Alice,Ratchathewi,13.74906,100.55466,Entire home/apt,1441,2,36,2022-12-21,1.67,40,187,23
11557,47790021,Cozy Blueish Room at Rumluek Bangkok,337002776,Zuzu,Lak Si,13.86158,100.57559,Private room,1609,1,0,,,30,362,0
11558,47804558,Chao Phraya River Front Living,47437020,Chakrit,Khlong San,13.71458,100.50671,Entire home/apt,2043,30,1,2022-01-16,0.09,3,361,1
11559,47804803,Awesome Condo l Wonderful 2BR: Full Apartment!!,210574,Norman,Khlong Toei,13.70629,100.5918,Entire home/apt,1669,11,7,2022-10-31,0.48,1,42,5
11560,47805062,Bangkok☆Cozy apartment☆From Udon Suk station 550m.,375241276,Air Global,Bang Na,13.67794,100.60725,Entire home/apt,1200,1,0,,,22,179,0
11561,48385595,"Cozy Minimal Studio Room, 5minWalk to MRT#25",31443036,Han,Bang Sue,13.81814,100.52825,Entire home/apt,876,2,7,2022-12-11,1.89,4,52,7
11562,48395362,Pichaisongkram 17,388806629,Apharat,Dusit,13.77001,100.50536,Private room,1558,2,0,,,2,180,0
11563,47820623,"1 BR Convenient room with park view, Near MRT BTS",379497636,Numtip,Din Daeng,13.78972,100.56209,Private room,1500,1,0,,,2,359,0
11564,48403412,"1b1b SilomTopView, 300m BTS Chong Nonsri, Monthly",390727088,อติศักดิ์,Bang Rak,13.72569,100.52738,Private room,1299,30,0,,,1,56,0
11565,47821094,Special room for rent Sathorn area,367168130,Kate,Sathon,13.70676,100.52951,Private room,1500,30,0,,,3,365,0
11566,47821837,Penthouse Suites @ Terminal 21,37749512,LuxurySuitesAsia,Khlong Toei,13.73518,100.55895,Entire home/apt,9193,1,0,,,14,285,0
11567,47823675,Double Room at Merit Mansion,337002776,Zuzu,Chatu Chak,13.84015,100.56558,Private room,933,1,0,,,30,0,0
11568,47828041,Grene condo private room,8795354,Piyawadee,Don Mueang,13.92804,100.58559,Entire home/apt,750,1,0,,,1,79,0
11569,47834818,Triple Room at Merit Mansion,337002776,Zuzu,Chatu Chak,13.84067,100.56533,Private room,1117,1,0,,,30,0,0
11570,47834952,Twin Room at Merit Mansion,337002776,Zuzu,Chatu Chak,13.84187,100.56378,Private room,1025,1,0,,,30,0,0
11571,49119933,คอนโดลุมพินีเซ็นเตอร์ แฮปปี้แลนด์1,396015971,Somchai,Bang Kapi,13.77331,100.64155,Private room,350,30,0,,,3,365,0
11572,48409115,"4BRsTownhouse, MRTThaphra, 8-18 Paxs, Tour Service",35043615,Siriporn,Bangkok Yai,13.73015,100.47103,Entire home/apt,3500,2,0,,,1,180,0
11573,47835243,SALE!!Near The Grand Palace/ASOK Station/Sukhumvit,52161947,Noons,Khlong Toei,13.73688,100.5573,Entire home/apt,1971,1,44,2022-12-02,1.95,99,362,30
11574,48412722,T Place (ห้องใหม่),380240848,T,Ratchathewi,13.76426,100.5411,Private room,850,1,1,2022-10-28,0.48,2,41,1
11575,49120179,Private River View,396173327,์Natthanit,Samphanthawong,13.73722,100.50977,Entire home/apt,5000,1,0,,,2,0,0
11576,48429807,The Exchange Hostel Watergate Mixed dorm room,89021576,True Siam Phayathai,Ratchathewi,13.75267,100.54417,Shared room,800,1,0,,,2,90,0
11577,49148138,คอนโดลุมพินีเซ็นเตอร์ แฮปปี้แลนด์,396015971,Somchai,Bang Kapi,13.77827,100.64053,Private room,350,30,0,,,3,365,0
11578,48495108,"Villa Jahn 
(Riverfront Bangkok)",391069620,Villa Jahn,Bangkok Noi,13.754807,100.486458,Entire home/apt,8429,7,1,2022-10-26,0.47,1,286,1
11579,48498930,"Big Homey 1 BR 46sqm at heart of Thonglo, Resort",305216716,Janelisa,Vadhana,13.73397,100.5841,Entire home/apt,999,20,6,2022-11-05,0.29,4,165,3
11580,48502159,Luxurious Bright 1BR★One&Only SKY Onsen @Silom-MRT,267746594,Windy,Bang Rak,13.73065,100.53185,Entire home/apt,2013,40,9,2022-12-09,0.46,37,96,5
11581,48554922,Large 3 bedroom apartment in Chidlom,205916372,Sommart,Parthum Wan,13.74253,100.54523,Entire home/apt,3741,3,23,2022-12-26,1.1,5,246,22
11582,48556156,Weekly! CENTRAL +2 beds@BTS Asok&MRT SUKHUMVIT(19,4385665,Yefeng,Khlong Toei,13.73552,100.55888,Entire home/apt,3809,1,58,2022-12-14,2.68,24,55,45
11583,48556235,Monthly・CENTRAL BANGKOK@BTS Asok&MRT SUKHUMVIT,4385665,Yefeng,Khlong Toei,13.73641,100.55902,Entire home/apt,2466,1,49,2022-12-14,2.32,24,59,32
11584,48556323,Monthly・CENTRAL BANGKOK@BTS Asok&MRT SUKHUMVIT,4385665,Yefeng,Khlong Toei,13.7374,100.55879,Entire home/apt,2415,1,48,2022-12-23,2.22,24,68,35
11585,48611848,曼谷自由民宿,294804858,小商ต่าย,Din Daeng,13.76332,100.56822,Entire home/apt,1244,1,0,,,1,364,0
11586,48615764,Brand New Relaxing Condo in Sukhumvitt,311353282,Kangfu,Phaya Thai,13.77528,100.53164,Entire home/apt,1000,180,0,,,1,90,0
11587,49162459,The 21st City View,339454375,Surasak,Chatu Chak,13.79689,100.55763,Entire home/apt,990,1,0,,,1,268,0
11588,48653275,1 BR Lumphini Park Nawamin-Si Burapha 200,268520465,Nutchai,Bueng Kum,13.79484,100.65136,Entire home/apt,362,30,4,2022-06-09,0.33,3,230,4
11589,48663010,The Line Sukhumvit  Condo for Rent,168594106,Carlos,Phra Khanong,13.69078,100.60831,Private room,410,30,0,,,12,41,0
11590,48667630,NEW！2BR@Asok&Sukhumvit#Near Terminal 21&Nana#Max4,4385665,Yefeng,Khlong Toei,13.73704,100.55882,Entire home/apt,4487,1,39,2022-12-25,2.34,24,67,31
11591,48685139,1 Bed/Lumpini Park/Central World/Siam,276781306,Alex,Ratchathewi,13.75021,100.56159,Entire home/apt,1600,2,1,2021-04-02,0.05,13,174,0
11592,48687199,K5】Sathon Upscale condo&Pool&Gym&Free Parking&Cook,276200334,Cherry,Sathon,13.716954,100.533638,Entire home/apt,1000,30,0,,,14,253,0
11593,48700999,Studio L and Premium,392902653,Pacharapon,Rat Burana,13.67722,100.51661,Private room,850,1,0,,,1,180,0
11594,48703603,2 Beds/Siam/Central World/Nana Bar Street,264864968,Tricia,Ratchathewi,13.75124,100.55518,Entire home/apt,1600,2,5,2022-12-22,2.03,44,358,5
11595,47835846,Lovely King Room at ISSARA House Bangkok,337002776,Zuzu,Bangkok Yai,13.74297,100.48149,Private room,881,1,0,,,30,0,0
11596,48705264,CHILL OUT WITH LOVE : 1 BR WIFI/RCA/POOL,79624768,Eva,Huai Khwang,13.75392,100.57606,Entire home/apt,1571,2,19,2022-11-20,0.95,44,51,13
11597,47836043,Clean Twin Room at ISSARA House Bangkok,337002776,Zuzu,Bangkok Yai,13.74175,100.48159,Private room,881,1,0,,,30,362,0
11598,48723288,Spacious apartment 1 BR 40 sqm Suk 71 - Pridi 45,181453003,Cedric,Vadhana,13.73594,100.5971,Entire home/apt,11128,1,2,2022-02-04,0.12,9,365,1
11599,47861774,Bangkok Bangna 1 Bedroom Near☆BTS Udom Suk/BITEC☆,375241276,Air Global,Bang Na,13.67805,100.60568,Entire home/apt,1600,1,0,,,22,88,0
11600,47875475,Luxurious LIFE one wireless High FL@BTS Ploenchit,33648272,Jeenie,Parthum Wan,13.74669,100.54938,Entire home/apt,900,28,1,2022-08-31,0.25,22,300,1
11601,48728522,Khaosan Art Hotel (Budget Room) private room,391749044,Pawee,Phra Nakhon,13.76162,100.49818,Private room,650,1,5,2022-09-15,0.62,1,351,5
11602,47893753,New！Sale! On Nut's tallest/loft/ pool/gym/BTS 300m,52161947,Noons,Khlong Toei,13.70803,100.59963,Entire home/apt,1843,1,16,2022-10-30,0.7,99,353,14
11603,47902117,"Private Place Resort Style 36sqm, Heart of Thonglo",305216716,Janelisa,Vadhana,13.73608,100.58378,Entire home/apt,999,20,6,2022-11-27,0.27,4,300,2
11604,48750225,Entire 3 bed apartment in Chidlom,205916372,Sommart,Parthum Wan,13.743,100.54444,Entire home/apt,3600,3,43,2022-12-20,2.42,5,199,36
11605,47904025,"Modern 2BR 76sqm at Heart of Thonglo, Resort style",305216716,Janelisa,Vadhana,13.73579,100.58469,Entire home/apt,1666,30,2,2022-01-23,0.16,4,53,1
11606,48751344,ไนบริด รามคำแหง,50972461,Piyaporn,Bang Kapi,13.76237,100.63947,Private room,1306,3,0,,,1,360,0
11607,47927742,Love Story House :1 BR/Wi-fi/Pool/MRT/JODD FAIR,79624768,Eva,Huai Khwang,13.76073,100.57006,Entire home/apt,2200,1,15,2022-12-08,1.52,44,83,15
11608,47928081,Clean Private Room at Cazz Hostel,337002776,Zuzu,Khlong Toei,13.71268,100.59486,Private room,871,1,0,,,30,351,0
11609,47948102,28 sqm Studio with kitchen. 300m from BTS,386458224,X2 Vibe Bangkok Sukhumvit Hotel,Phra Khanong,13.70324,100.59851,Private room,3060,1,1,2021-04-01,0.05,2,300,0
11610,48001586,Sharing Room Experience with Local Owner,38763632,Abeedin,Suanluang,13.74517,100.60646,Shared room,400,1,0,,,1,89,0
11611,50226104,BTS On Nut: 1 Min to Mall/7-11/GYM - The Base 77,52899944,Chinnawat,Suanluang,13.71192,100.60344,Entire home/apt,800,30,6,2022-12-09,0.63,2,319,6
11612,49237188,Please enjoy my place with cozy of garden view.,42352235,Pataracha,Vadhana,13.70583,100.60381,Entire home/apt,1050,1,1,2021-05-01,0.05,1,0,0
11613,49263867,Cozy stay at Ratchawithi 2,9797599,Littlehome,Phaya Thai,13.76521,100.54449,Private room,1021,3,0,,,6,364,0
11614,49264063,Apartment on the 27th floor.,126601726,Patsiri,Huai Khwang,13.74373,100.58646,Entire home/apt,729,14,4,2022-06-30,0.28,15,331,3
11615,49266314,(T3) TWO Bedrooms WIFI Full kitchen 1 min to BTS,10170452,Narn,Khlong San,13.7208,100.49479,Entire home/apt,1143,1,2,2022-12-06,0.5,15,77,2
11616,49266656,"Studio Rooftop Duplex room in Silom, Cozy,450m-BTS",226619920,Tarinee,Bang Rak,13.7215,100.52286,Private room,961,1,6,2022-10-26,0.42,8,0,5
11617,49270763,Element Condo Srinakarin ~Resort Style condominium,145503432,Benyapa,Pra Wet,13.69687,100.64612,Entire home/apt,780,7,0,,,1,365,0
11618,48751860,NM LIFE CENTRAL LADPROA private entire room,68983070,Nawarat,Chatu Chak,13.81832,100.56232,Entire home/apt,1500,28,12,2022-12-11,0.93,2,242,11
11619,49284742,Rama9-G tower豪华1bedroom,219301393,Jack,Din Daeng,13.7558,100.56282,Entire home/apt,420,360,1,2021-05-01,0.05,9,365,0
11620,49285690,"Cosy room in local Ramintra, near Fashion Island",22486646,Frank,Khan Na Yao,13.83674,100.65805,Entire home/apt,480,29,7,2022-11-03,0.54,1,119,6
11621,49299585,Private Terrace view,396173327,์Natthanit,Samphanthawong,13.73544,100.51164,Entire home/apt,4000,1,0,,,2,0,0
11622,49389452,🥇月租50%疫情居家办公曼谷市中心34F全景落地玻璃看日出日落Hermes主题两房两卫一厅一厨带阳台,131270916,Magic,Parthum Wan,13.746709,100.544067,Entire home/apt,5980,29,5,2022-12-16,0.24,33,256,4
11623,49410329,"BrandNew ,0 meter to BTS, Central Mall,Chatuchak",232730913,Apple,Chatu Chak,13.81794,100.56238,Entire home/apt,1000,28,2,2022-01-17,0.13,4,2,1
11624,49412573,Duplex Heart of Sathorn Pool & Fitness Membership,243407322,Pascal,Sathon,13.70609,100.52176,Entire home/apt,1600,3,18,2022-09-07,1.04,3,341,15
11625,49413390,Duplex in Center of Sathorn Pool & Fitness access,243407322,Pascal,Sathon,13.71163,100.52048,Entire home/apt,1600,3,16,2022-12-10,1.24,3,327,15
11626,49417827,Breezy Condo Next To St Food&Night Life: XII,49539775,Max,Vadhana,13.74661,100.55914,Entire home/apt,1000,30,35,2022-11-11,1.74,36,92,28
11627,49447720,Ideo Mobi Rangnam,398814829,Frank,Ratchathewi,13.75998,100.54258,Private room,800,90,0,,,1,0,0
11628,49453096,1 BRG · Grand Asok Suite @ Rembrandt Sukhumvit,342182060,Rembrandt Sukhumvit,Khlong Toei,13.73484,100.563,Private room,3067,30,4,2022-11-17,0.79,6,360,4
11629,49462585,⭐Tropical Snowflake  (Lumpini park + Netflix)⭐,9088749,Natalie,Parthum Wan,13.73898,100.54049,Entire home/apt,1270,14,5,2022-12-01,0.28,13,117,4
11630,50236694,Clean and quiet apartment in the middle of Bangkok,405552278,Piyarat,Din Daeng,13.76377,100.55969,Private room,960,1,0,,,1,330,0
11631,50238258,Porntip-RAMA 8-Homestay-Room 1,101612323,Porntip,Bang Phlat,13.772,100.49493,Private room,600,1,1,2022-09-08,0.27,4,357,1
11632,50251754,城市中心 Supalai Elite Surawong 沙吞金融区 60sqm BTS轻轨环线89,342113311,George,Bang Rak,13.73024,100.52442,Entire home/apt,1099,180,0,,,40,351,0
11633,48791654,2BR@Asok&Sukhumvit#Near Terminal 21&Nana#Max4(18),4385665,Yefeng,Khlong Toei,13.73646,100.55903,Entire home/apt,4499,1,59,2022-12-09,2.76,24,62,48
11634,48791722,Weekly! 2BR@Asok&Sukhumvit#Near Terminal 21&Nana#,4385665,Yefeng,Khlong Toei,13.73667,100.5572,Entire home/apt,4455,1,35,2022-12-08,1.64,24,73,25
11635,48791935,Weekly・2BR@Asok&Sukhumvit#Near Terminal 21&Nana,4385665,Yefeng,Khlong Toei,13.7355,100.55911,Entire home/apt,4586,1,50,2022-12-11,2.48,24,70,37
11636,48792606,Wonderful Deluxe Room at Plearnwan Deluxe Mansion,337002776,Zuzu,Huai Khwang,13.79572,100.5894,Private room,773,1,0,,,30,365,0
11637,48795933,Porntip-RAMA 8-Homestay-Room 2 (Bed 2),101612323,Porntip,Bangkok Noi,13.764109,100.482506,Shared room,500,1,1,2021-05-30,0.05,4,364,0
11638,48796034,Standard Room T (24 Sqm.),380069781,City Plaza Nana,Vadhana,13.74605,100.55504,Private room,1200,1,0,,,5,361,0
11639,48812221,Studio with cozy decoration,164469340,Nishamon,Vadhana,13.72343,100.58382,Entire home/apt,950,30,0,,,1,144,0
11640,48816097,Studio Queen Bed @ Lee Place Bangkok Phatthanakan,32432579,Ravieroj,Pra Wet,13.72352,100.65722,Entire home/apt,693,1,0,,,8,365,0
11641,50255138,Private Studio Appartment By the River (3rd Floor),405377730,Methinee,Bang Phlat,13.78188,100.49936,Entire home/apt,1200,2,6,2022-12-18,0.76,3,61,6
11642,48823054,บ้านราชประสงค์,65323040,Sapika,Parthum Wan,13.73778,100.54006,Entire home/apt,3100,3,0,,,1,0,0
11643,50255967,Private Studio Appartment By the River (4th Floor),405377730,Methinee,Bang Phlat,13.78149,100.49962,Private room,1200,2,9,2022-12-15,2.13,3,352,9
11644,48846126,"New room, near airport link, easy to travel",62211407,May,Ratchathewi,13.75884,100.52894,Entire home/apt,1500,30,0,,,2,84,0
11645,49463266,spectacular cozy skypool pratunam bigC CentralWld,342811212,Miu Miu,Ratchathewi,13.75496,100.5235,Entire home/apt,2714,29,4,2022-11-20,0.23,23,122,3
11646,49534763,"Central, Nordic-Style, River View&3min to Skytrain",48540387,Mayuree,Bang Rak,13.72044,100.51778,Entire home/apt,1886,1,86,2022-12-25,4.43,3,224,69
11647,49537436,The Trust Residence Ratchada - Rama 3 fl.16,80871579,Phornvarin,Yan na wa,13.69345,100.53637,Entire home/apt,2000,3,0,,,1,180,0
11648,49552135,Next Bird Suite,399753309,Pich,Lak Si,13.86336,100.55212,Private room,600,1,0,,,1,180,0
11649,49574039,Cozy apartment near Pleonchit BTS,229825795,Piangtip,Parthum Wan,13.73815,100.55014,Private room,800,27,3,2022-11-27,0.42,1,277,3
11650,49582912,8 Bedroom 22 Persons Townhouse in Center,123144618,Jingli,Ratchathewi,13.751754,100.546158,Entire home/apt,10414,1,15,2022-11-27,0.89,5,350,14
11651,49600571,"Bangkok：Bangna,三露天泳池 健身房 台球室 足球场 瑜伽室 桑拿房等一应俱全(60)",342113311,George,Bang Na,13.67236,100.60483,Entire home/apt,636,90,4,2022-11-03,0.44,40,303,4
11652,49618679,The GREEN 3 Condo - 500m Punawithi Bts Station,400234222,Kumail,Phra Khanong,13.69323,100.61318,Entire home/apt,726,3,20,2022-12-25,1.01,1,40,15
11653,49623237,Spacious Family Friendly Room at The Living Block,337002776,Zuzu,Bangkok Yai,13.72919,100.47204,Entire home/apt,3153,1,0,,,30,241,0
11654,49623327,Comfortable Deluxe City View at The Living Block,337002776,Zuzu,Bangkok Yai,13.72955,100.48518,Entire home/apt,1309,1,0,,,30,0,0
11655,49628544,♥Sasi 402 : Best Room! MRT Huai Khwang/Wifi/中文 OK♥,240603715,Sasikarn,Huai Khwang,13.76884,100.58018,Private room,1290,1,8,2022-09-14,0.43,31,122,5
11656,49679312,""" Cozy and Warm house in Samsen /Dusit Bangkok""",59260623,Goong,Dusit,13.78462,100.51833,Entire home/apt,750,1,3,2022-11-16,0.78,1,162,3
11657,49682648,全新公寓 位于Rama9商圈 Brand new and clean home,235117744,豆,Huai Khwang,13.75733,100.58272,Entire home/apt,1300,1,1,2022-07-21,0.19,3,301,1
11658,49720812,6 Bedroom Luxury Villa in the heart of Bangkok,401002012,Julie,Yan na wa,13.7143,100.55312,Entire home/apt,50000,1,0,,,1,177,0
11659,49742023,♥Sasi 205 : Best Deal! MRT Huai-khwang/Free Wifi ♥,240603715,Sasikarn,Huai Khwang,13.7692,100.58021,Private room,1290,1,2,2022-01-08,0.17,31,144,2
11660,48850934,"Just 4 min to Rama9/ High floor, 日本語 Monthly rent",63340903,Marusell,Din Daeng,13.76079,100.5586,Entire home/apt,2002,31,9,2022-12-16,0.56,2,46,7
11661,49743931,♥Sasi 401 : Deluxe Room @MRT Huai-Khwang/Free WiFi,240603715,Sasikarn,Huai Khwang,13.76841,100.57991,Private room,1290,1,3,2022-12-15,0.29,31,135,3
11662,48853032,Triple Bedroom @Lee Place Bangkok Phatthanakan,32432579,Ravieroj,Pra Wet,13.72505,100.65662,Entire home/apt,1393,1,2,2022-12-17,0.97,8,365,2
11663,49745793,วิภาแมนชั่น ติดถนนลาดพร้าว83 สะดวกและสบาย,360388789,นิภาวรรรณ,Wang Thong Lang,13.78576,100.61452,Private room,315,120,0,,,1,365,0
11664,48855875,Triple Bedroom @Lee Place Bangkok Phatthanakan,32432579,Ravieroj,Pra Wet,13.72495,100.65665,Entire home/apt,1393,1,0,,,8,365,0
11665,49809869,Budget 1 bedroom apt near NIST school ASOKE & NANA,9550104,Krittiya,Vadhana,13.7416,100.55911,Entire home/apt,1039,7,4,2022-12-15,0.38,13,208,4
11666,51414397,ThongLo-Sukhumvit/曼谷富人商区公寓/室外游泳池/独立卫浴/免费Wifi日韩热点商圈,166559468,Joy,Khlong Toei,13.722989,100.573921,Entire home/apt,1480,30,1,2021-11-28,0.08,13,358,0
11667,49836811,"Near New comingup Sky Train, Secon square Mall.",320053146,Inderr,Pra Wet,13.6957,100.63932,Entire home/apt,499,30,2,2022-12-05,0.3,2,365,2
11668,49845244,♥Sasi 304 : Deluxe Room @MRT Huai-Khwang/Free WiFi,240603715,Sasikarn,Huai Khwang,13.76853,100.58179,Private room,1290,3,0,,,31,148,0
11669,50276203,"Brand New, King Bed, Top Facilities, Sukhumvit 11",405943519,Charlene,Vadhana,13.74533,100.55654,Entire home/apt,2000,3,23,2022-11-20,1.23,2,282,20
11670,50281748,Luxury 1Bed Suite with great Facilities @ BTS Nana,405943519,Charlene,Vadhana,13.74078,100.55654,Entire home/apt,2000,18,6,2022-10-22,0.37,2,11,5
11671,51414638,市中心精品一居室/四面佛/central word/nana广场/杰特宁/水门市场,166559468,Joy,Khlong Toei,13.705039,100.600479,Private room,1497,30,0,,,13,365,0
11672,51423842,曼谷花仙子民宿／市中心一卧室／疫情特价／可长租短租,139189243,Hana,Sathon,13.71223,100.52212,Entire home/apt,1157,1,25,2022-10-19,1.49,29,183,19
11673,51431562,A house on the roof- 4 bedrooms - Bangna/Sukhumvit,16501756,Prune,Bang Na,13.67456,100.60023,Entire home/apt,6926,2,4,2022-12-13,1.74,2,364,4
11674,51436949,Local生活便利-高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#953,66923696,Panda,Phra Khanong,13.70539,100.60348,Entire home/apt,1245,1,14,2022-12-01,0.99,48,164,13
11675,50286529,Spacious studio room with balcony in CBD #Red,23973750,Vee,Sathon,13.72134,100.54684,Entire home/apt,850,1,0,,,4,199,0
11676,51437043,✿全新♡Local生活便利✿高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#532,66923696,Panda,Vadhana,13.70532,100.60195,Entire home/apt,1197,1,18,2022-12-18,1.07,48,151,17
11677,50286847,Spacious studio room with balcony in CBD #Green,23973750,Vee,Sathon,13.71973,100.54869,Entire home/apt,850,1,0,,,4,250,0
